Customer_ID,First Name,Last Name,DOB,Customer Type,PAN,Product Name,Date_of_joining,Date_of_exit,Deceased_Flag,Gender,Martial_Status,PEP_Flag,CTF_Flag,Country_of_residence,Country_of_Origin,Risk_level,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7362,Somobrata,ELBANEH,23/7/1990,Retail Customer,584-78-5847,P4,22-06-2018,05-09-2009,TRUE,M,Married,TRUE,FALSE,Denmark,India,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7969,Osama Bin,El Laden,03-10-1957,Retail Customer,181-70-7915,P5,29-09-2010,06-08-2020,TRUE,M,Married,TRUE,TRUE,Iran,Pakistan,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9622,Daud,IBRAHIM,28-10-2005,Ship,392-81-2049,P6,15-07-2000,08-11-2009,TRUE,M,Married,FALSE,FALSE,Thailand,Madagascar,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5254,Dawood,IBRAHIM,26-12-1955,Retail Customer,573-27-0002,P7,11-07-2020,18-05-2014,FALSE,M,Married,FALSE,FALSE,UAE,India,High,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8191,Shabir,Kaskar,14-05-1962,Retail Customer,335-74-2314,P8,06-12-2007,20-06-2014,FALSE,M,Married,FALSE,FALSE,India,India,High,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7331,Sajid Mir,Ballabh,14-10-1990,Private Organization,845-58-4462,P9,03-01-2016,01-03-2012,FALSE,F,Not Married,TRUE,FALSE,Bosnia and Herzegovina,Ukraine,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9064,Susham  ,Dawood Ibrahim,26-12-1955,Retail Customer,573-27-0002,P10,11-07-2020,18-05-2014,FALSE,M,Married,FALSE,FALSE,UAE,India,High,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5782,Osama Bin,Carlton,16-05-2002,Retail Customer,890-48-8812,P11,21-09-2011,18-03-2008,FALSE,F,Married,TRUE,FALSE,Serbia,Colombia,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7886,Sajid Mir,Afsar Ali,30-10-1950,Retail Customer,700-31-5334,P12,28-01-2013,01-07-2009,FALSE,M,Married,TRUE,TRUE,Russia,Philippines,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5442,JOANNE,ADEL,02-02-1963,Individual,490-43-5667,P13,16-07-2015,13-01-2009,TRUE,M,Married,TRUE,FALSE,Egypt,Honduras,High,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6897,Sanson,Sappell,16-10-1980,Public Organization,494-08-6485,P14,19-06-2019,26-06-2016,FALSE,M,Not Married,TRUE,FALSE,Finland,Lebanon,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5996,Danielle,Stanbro,13-05-1994,Ship,821-86-9487,P15,30-09-2019,23-06-2017,TRUE,F,Married,FALSE,FALSE,Ukraine,China,Medium,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7261,Missie,Oldrey,09-08-2008,Retail Customer,167-38-4787,P16,14-02-2016,19-09-2017,FALSE,M,Not Married,FALSE,FALSE,China,Serbia,Medium,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5076,Charley,Carse,04-05-1976,Ship,575-93-5318,Securities,28-03-2014,14-07-2017,TRUE,F,Married,TRUE,TRUE,Indonesia,Morocco,Medium,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7726,Vanya,Helversen,14-05-2005,Ship,236-40-6951,Forex,31-05-2019,02-07-2011,TRUE,F,Married,FALSE,FALSE,Peru,Dominican Republic,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6754,Gerard,Dumbell,10-03-2009,Ship,599-86-5226,Freit,02-08-2011,25-01-2015,TRUE,M,Married,FALSE,TRUE,Egypt,Sweden,Medium,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7853,Nissy,Van Niekerk,03-11-2003,Retail Customer,140-50-9269,P13,09-10-2012,23-11-2017,TRUE,M,Married,TRUE,FALSE,Russia,Panama,Medium,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8766,Mathian,Offer,12-01-1985,Ship,405-78-3683,P17,06-06-2013,20-02-2013,TRUE,F,Married,TRUE,FALSE,Indonesia,Indonesia,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8245,Neville,Baffin,10-08-2011,Retail Customer,602-61-1798,P4,16-07-2019,12-10-2005,TRUE,F,Married,TRUE,FALSE,Kazakhstan,Poland,Medium,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5257,Dasha,MIR,18-09-1978,Individual,712-24-4881,P5,08-05-2008,24-06-2007,TRUE,M,Not Married,FALSE,FALSE,Pakistan,Pakistan,High,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6444,Zsazsa,AWDA,22-12-1950,Individual,195-87-5084,P6,21-05-2000,27-07-2009,TRUE,M,Married,TRUE,TRUE,Syria,Pakistan,High,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8102,Ahmad,ANDREAS,20-03-1978,Ship,371-83-0649,P7,07-04-2003,19-12-2014,TRUE,M,Married,FALSE,FALSE,United States,United States,High,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6231,Eliza,ABD-AL-RA'UF,13-08-1958,Individual,358-39-2608,Forex,08-09-2001,28-09-2012,FALSE,M,Married,TRUE,FALSE,Egypt,Egypt,High,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5439,Jeramey,ELBANEH,06-06-1966,Individual,263-12-5394,Freit,17-02-2008,05-02-2008,FALSE,M,Married,FALSE,TRUE,Yemen,Russia,High,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9815,Moe,SALIH,14-10-1966,Individual,113-72-8228,Securities,15-12-2007,19-05-2012,FALSE,M,Not Married,TRUE,TRUE,Russia,Saudi Arabia,High,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6647,Alfy,Nandi,26-07-1988,Private Organization,139-12-4435,P17,17-04-2015,11-05-2006,TRUE,M,Married,FALSE,TRUE,Portugal,France,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5659,Friederike,ELBANEH,23/7/1990,Retail Customer,584-78-5847,P4,22-06-2018,05-09-2009,TRUE,M,Married,TRUE,FALSE,Denmark,India,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7541,Theodor,El Laden,03-10-1957,Retail Customer,181-70-7915,P5,29-09-2010,06-08-2020,TRUE,M,Married,TRUE,TRUE,Iran,Pakistan,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6077,RADDULAN,Snawden,08-10-2015,Retail Customer,191-37-0461,P6,08-10-2012,09-01-2020,FALSE,F,Not Married,TRUE,FALSE,Brazil,Portugal,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9238,AHMED,Cottel,05-11-1993,Private Organization,108-91-4717,P7,14-03-2006,26-07-2005,FALSE,M,Not Married,FALSE,FALSE,Russia,Portugal,High,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5934,HASAN,Schruur,02-02-1982,Ship,143-35-5282,Forex,17-08-2018,06-11-2015,FALSE,M,Not Married,FALSE,TRUE,Bangladesh,Syria,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8510,AHLAM,Ipsley,25-04-1983,Public Organization,625-97-6773,Freit,26-02-2006,13-02-2019,TRUE,M,Not Married,FALSE,TRUE,China,China,High,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6679,RAMADAN,Rechert,06-04-2015,Ship,360-04-9093,Securities,06-01-2015,02-03-2007,FALSE,F,Not Married,FALSE,FALSE,China,Guatemala,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5847,ABDELKARIM,Drysdale,23-05-2011,Private Organization,605-68-5193,Forex,05-11-2012,05-06-2012,FALSE,F,Not Married,TRUE,TRUE,Indonesia,Russia,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7303,JOANNE,Feighry,05-11-2006,Retail Customer,853-21-2096,Freit,17-08-2018,09-09-2018,FALSE,M,Not Married,FALSE,TRUE,Netherlands,France,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5446,ALI,Dorricott,21-12-2011,Public Organization,196-88-6782,Securities,11-11-2013,16-01-2018,FALSE,M,Married,FALSE,FALSE,Mozambique,China,Medium,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5292,SAIF,Stinchcombe,16-06-1984,Private Organization,793-34-5466,Forex,06-06-2015,25-11-2018,FALSE,F,Not Married,FALSE,TRUE,Poland,Japan,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5808,AYMAN ,Hovie,21-04-2000,Public Organization,641-19-7043,Freit,30-09-2012,21-01-2008,TRUE,M,Not Married,TRUE,TRUE,Argentina,Netherlands,High,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9200,YASIN,MacKnight,28-05-1999,Retail Customer,805-63-4831,Securities,10-08-2002,19-12-2005,TRUE,F,Married,TRUE,FALSE,United States,China,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8329,HUSAYN ,Bootland,03-01-1985,Retail Customer,779-08-9180,Forex,24-12-2000,18-01-2013,FALSE,F,Married,TRUE,TRUE,Estonia,Peru,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5996,SAED,English,09-04-2003,Ship,502-99-9878,Freit,14-01-2019,12-09-2008,FALSE,F,Married,FALSE,TRUE,France,Brazil,High,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7093,Luis,Rosenfield,06-03-1993,Public Organization,130-81-1061,Securities,09-12-2019,18-12-2006,TRUE,M,Married,FALSE,TRUE,Russia,Afghanistan,Medium,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
4960,Murdock,JABER,24-08-1995,Retail Customer,411-37-4038,P1,18-03-2015,26-10-2018,TRUE,M,Married,FALSE,FALSE,Philippines,Japan,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7680,Lacee,IBRAHIM,03-02-2011,Ship,606-91-8097,P2,04-12-2012,24-01-2014,FALSE,F,Married,TRUE,TRUE,Ukraine,Cambodia,Medium,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5610,Cammi,IBRAHIM,02-04-1976,Retail Customer,110-31-3938,P3,19-07-2009,18-03-2020,TRUE,F,Not Married,TRUE,TRUE,Philippines,Poland,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5816,Tam,Somobrata,05-12-1982,Private Organization,751-79-8717,P4,29-12-2014,26-12-2007,TRUE,F,Not Married,FALSE,TRUE,Belarus,China,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5318,Morse,Osama Bin,12-06-1998,Private Organization,592-12-2764,P5,25-03-2009,13-09-2019,FALSE,M,Not Married,FALSE,TRUE,China,Indonesia,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6574,Ulrich,Daud,05-06-2003,Retail Customer,361-57-8087,P6,16-12-2010,07-04-2013,TRUE,F,Not Married,TRUE,FALSE,Brazil,Indonesia,Medium,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6624,Philippe,Dawood,21-07-1993,Ship,800-79-4786,P7,08-09-2004,13-05-2011,FALSE,M,Married,FALSE,TRUE,Portugal,Greece,High,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9521,Derby,Shabir,29-08-2013,Retail Customer,708-45-6212,P8,28-07-2014,13-07-2020,FALSE,F,Married,TRUE,TRUE,Norway,Sierra Leone,Medium,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6927,Rowney,Sajid Mir,16-06-2002,Private Organization,695-40-8957,P9,24-10-2014,22-11-2015,TRUE,M,Married,TRUE,TRUE,Portugal,China,High,Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5406,Nicolea,Hanse,28-01-1988,Retail Customer,552-97-3761,P10,14-12-2019,02-02-2007,FALSE,F,Married,TRUE,FALSE,Thailand,Peru,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9194,Donica,Rishworth,10-07-1992,Retail Customer,474-60-2354,P11,27-12-2000,03-11-2014,TRUE,F,Married,FALSE,TRUE,Portugal,Russia,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6216,Hyacinthe,Goodding,30-01-2005,Public Organization,452-02-3261,P12,28-08-2008,05-06-2008,FALSE,M,Married,TRUE,FALSE,China,Indonesia,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7138,Kira,Leguay,25-02-2008,Ship,356-02-4099,P13,13-05-2020,19-05-2011,TRUE,M,Married,TRUE,FALSE,Namibia,Vietnam,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5694,Niels,Santi,12-04-1975,Ship,736-19-6369,P14,23-09-2001,17-08-2008,TRUE,M,Not Married,TRUE,TRUE,Greece,Finland,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8297,Delphine,Asbrey,24-03-2000,Private Organization,636-97-0510,P15,09-10-2009,26-02-2009,TRUE,F,Not Married,TRUE,TRUE,Poland,Somalia,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8473,Lowe,Tebboth,16-09-1977,Public Organization,195-03-5588,P16,14-07-2011,10-02-2012,TRUE,F,Not Married,TRUE,FALSE,China,China,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6204,Romy,Hissie,28-11-1986,Ship,617-36-0670,P17,15-06-2010,15-02-2011,TRUE,F,Married,TRUE,TRUE,Ukraine,China,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8920,Shelba,Lohde,06-06-2005,Retail Customer,285-05-9964,P1,21-08-2009,07-12-2018,FALSE,M,Not Married,FALSE,TRUE,Norway,Spain,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8187,Buddie,Wyvill,27-12-1976,Retail Customer,252-73-1601,P2,11-05-2011,15-04-2012,FALSE,M,Married,TRUE,FALSE,Russia,Peru,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8502,Spike,Snadden,14-05-1983,Public Organization,618-15-5752,P3,08-04-2010,02-07-2014,FALSE,M,Not Married,FALSE,FALSE,China,Peru,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6955,Rollo,Bowditch,14-01-1982,Ship,193-99-3182,P4,21-06-2011,17-04-2011,TRUE,F,Not Married,TRUE,TRUE,Russia,Ukraine,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5376,Corinna,Milverton,14-09-1984,Private Organization,238-92-3315,P5,20-05-2007,19-07-2010,FALSE,M,Not Married,FALSE,FALSE,China,Ukraine,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9369,Catie,Feltoe,13-11-1980,Ship,454-50-6078,P6,31-05-2004,08-11-2014,FALSE,M,Married,FALSE,FALSE,Greece,Philippines,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5351,Shandie,Lembke,30-11-2000,Retail Customer,548-64-4154,P7,21-04-2014,01-05-2005,FALSE,M,Married,FALSE,FALSE,China,Brazil,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7755,Daryl,Bastard,28-06-1995,Retail Customer,726-74-2218,P8,02-09-2005,22-12-2018,TRUE,F,Married,FALSE,TRUE,Philippines,Brazil,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9454,Artus,Lightbowne,11-07-2015,Private Organization,399-49-2763,P9,28-10-2008,27-07-2012,TRUE,M,Not Married,TRUE,TRUE,France,Greece,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7860,Rhianon,Routley,16-02-2006,Private Organization,469-98-3773,P10,30-06-2014,06-01-2019,TRUE,M,Married,FALSE,TRUE,South Korea,France,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7986,Moses,Jarvie,19-11-1986,Private Organization,353-03-4201,P11,18-07-2011,08-10-2007,FALSE,M,Not Married,FALSE,TRUE,Indonesia,China,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8533,Arvie,Iorillo,22-09-2014,Retail Customer,272-06-1710,P12,28-05-2010,22-09-2010,FALSE,F,Not Married,FALSE,FALSE,Japan,Portugal,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8869,Clemmie,Rentilll,05-02-1977,Retail Customer,473-67-8363,P13,21-12-2010,22-01-2011,TRUE,M,Married,FALSE,FALSE,Colombia,Philippines,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8246,Nedi,Fleeman,13-05-2011,Private Organization,340-76-6019,P14,14-02-2016,30-06-2016,FALSE,M,Not Married,FALSE,FALSE,Philippines,China,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8074,Theobald,Marioneau,21-02-2006,Public Organization,614-67-6880,P15,29-06-2008,15-11-2010,FALSE,F,Married,FALSE,FALSE,Russia,Brazil,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,Elmira,McArthur,28-05-1977,Ship,741-80-4156,P16,06-08-2016,20-03-2019,TRUE,F,Married,FALSE,FALSE,Brazil,Indonesia,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6276,Irv,Arens,15-08-2006,Retail Customer,719-66-5192,Securities,25-12-2008,19-06-2005,FALSE,M,Not Married,TRUE,TRUE,Indonesia,South Africa,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6456,Ambrosius,Linder,18-08-1989,Retail Customer,445-64-3414,Forex,02-02-2003,31-01-2016,TRUE,M,Not Married,FALSE,TRUE,United States,Thailand,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5737,Randie,Chesser,15-04-1993,Retail Customer,616-67-2499,Freit,04-03-2004,11-08-2007,TRUE,M,Not Married,TRUE,TRUE,France,United States,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8801,Fannie,Bortolotti,04-02-1997,Public Organization,248-48-8945,P13,08-11-2019,10-09-2008,TRUE,M,Married,TRUE,FALSE,Ukraine,Indonesia,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5735,Martynne,Broadstock,21-04-1992,Retail Customer,345-09-9900,P17,20-06-2010,04-04-2006,TRUE,F,Married,TRUE,TRUE,Finland,Comoros,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5887,Zerk,Rebanks,10-08-1992,Private Organization,372-01-4643,P4,28-10-2010,20-09-2008,TRUE,F,Married,TRUE,FALSE,Russia,Niger,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
4931,Merl,MacParland,22-01-1986,Retail Customer,535-66-4689,P5,03-05-2019,01-10-2019,TRUE,M,Not Married,TRUE,TRUE,Philippines,Ukraine,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9735,Prissie,Edmondson,01-07-1990,Private Organization,842-43-0993,P6,25-01-2017,25-07-2018,TRUE,F,Not Married,FALSE,TRUE,Portugal,China,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9587,Morgan,Larder,16-05-1991,Public Organization,269-04-6873,P7,11-01-2018,12-10-2005,TRUE,F,Married,TRUE,TRUE,Ukraine,Czech Republic,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6992,Patrice,Rawling,22-09-1995,Ship,700-51-8187,Forex,13-02-2002,27-11-2009,FALSE,F,Married,FALSE,TRUE,Colombia,Russia,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
6483,Melvyn,Labes,31-10-2001,Retail Customer,884-29-5867,Freit,01-09-2017,11-06-2018,FALSE,F,Not Married,FALSE,FALSE,China,Russia,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9379,Victor,Fishly,30-03-2006,Ship,132-13-0683,Securities,20-03-2018,03-07-2010,TRUE,F,Married,FALSE,FALSE,Cameroon,Indonesia,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5855,Demetris,Liebermann,21-05-2005,Retail Customer,810-78-8764,P17,09-12-2016,16-12-2011,FALSE,F,Married,TRUE,FALSE,Albania,China,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5675,Jolyn,Rubinshtein,15-01-1979,Private Organization,399-84-8793,P4,23-04-2014,30-12-2011,TRUE,M,Not Married,FALSE,FALSE,Hungary,Nigeria,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
9294,Fiann,Lohering,30-09-2005,Retail Customer,242-66-0017,P5,30-04-2000,16-01-2018,FALSE,F,Not Married,TRUE,TRUE,Sweden,Cameroon,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7590,Claretta,Luckhurst,08-08-1998,Public Organization,858-41-1235,P6,18-03-2001,26-04-2017,TRUE,M,Married,TRUE,TRUE,China,South Africa,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8868,Teena,Amey,06-07-1979,Ship,647-57-6039,P7,05-08-2013,27-09-2019,FALSE,M,Not Married,FALSE,TRUE,China,Indonesia,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7343,Farlie,Pomphrett,08-10-1989,Ship,657-85-3410,Forex,19-05-2003,04-11-2009,FALSE,F,Not Married,TRUE,TRUE,Portugal,Afghanistan,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7759,Berni,Manton,23-08-1976,Public Organization,644-94-0202,Freit,17-01-2019,10-06-2007,TRUE,M,Not Married,TRUE,TRUE,Belarus,Sweden,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5698,Aristotle,Wildt,23-06-1980,Retail Customer,778-18-6302,Securities,26-04-2013,14-01-2007,TRUE,M,Not Married,TRUE,FALSE,Ethiopia,New Zealand,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
8841,Cosetta,Gallant,01-06-2010,Retail Customer,367-04-3110,Forex,29-04-2018,07-02-2006,TRUE,M,Married,FALSE,TRUE,France,Czech Republic,Low,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
7063,Free,Aaronsohn,17-08-2006,Private Organization,854-83-6965,Freit,13-09-2014,03-01-2007,FALSE,F,Not Married,FALSE,FALSE,China,China,High,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
5472,Rosalyn,McFeate,17-11-1977,Private Organization,121-93-1549,Securities,08-03-2007,03-10-2018,FALSE,F,Not Married,FALSE,TRUE,Indonesia,Comoros,Medium,Not Fraud,,,,,,,,,,,,,,,,,,,,,,,,,,
